gene_id,ortholog_genes_Ps,intron_id_Tt,intron_id_Pc,intron_id_Pt,intron_id,intron_age,intron_gc_content,intron_width
000000F_DK2_H1.127,1,NA,scaffold_0016_289152_289171,scaffold51_149_82776_82797,000000F_DK2_H1_243137_243159,2,17.391304347826086,23
000000F_DK2_H1.128,1,chr_112_765717_765766,scaffold_0031_51381_51404,scaffold51_32_411023_411049,000000F_DK2_H1_245007_245029,3,13.043478260869565,23
000000F_DK2_H1.128,1,chr_112_767155_767211,NA,NA,000000F_DK2_H1_246236_246262,3,22.22222222222222,27
000000F_DK2_H1.128,1,chr_112_767847_767968,scaffold_0031_49563_49585,scaffold51_32_412854_412880,000000F_DK2_H1_246830_246853,3,16.666666666666664,24
000000F_DK2_H1.128,1,chr_112_768420_768610,NA,NA,000000F_DK2_H1_247037_247064,3,14.285714285714285,28
000000F_DK2_H1.128,1,NA,scaffold_0031_51607_51629,NA,000000F_DK2_H1_244782_244807,2,19.230769230769234,26
000000F_DK2_H1.16,1,NA,scaffold_0059_168530_168552,scaffold51_114_127523_127543,000000F_DK2_H1_26753_26776,2,16.666666666666664,24
000000F_DK2_H1.16,1,NA,NA,NA,000000F_DK2_H1_27983_28006,1,20.833333333333336,24
000000F_DK2_H1.19,1,chr_075_333566_333614,scaffold_0052_253061_253082,scaffold51_143_70462_70486,000000F_DK2_H1_31671_31694,3,12.5,24
000000F_DK2_H1.19,1,chr_075_333799_333907,scaffold_0052_252869_252891,scaffold51_143_70656_70686,000000F_DK2_H1_31864_31887,3,16.666666666666664,24
000000F_DK2_H1.19,1,chr_075_334068_334127,NA,scaffold51_143_70844_70878,000000F_DK2_H1_32045_32066,3,13.636363636363637,22
000000F_DK2_H1.19,1,chr_075_334196_334259,NA,NA,000000F_DK2_H1_32135_32159,3,12,25
000000F_DK2_H1.2,1,NA,scaffold_0018_335317_335336,scaffold51_8_676678_676701,000000F_DK2_H1_689_711,2,13.043478260869565,23
000000F_DK2_H1.21,1,chr_009_1625_1683,scaffold_0033_11954_11975,scaffold51_95_29186_29210,000000F_DK2_H1_34701_34726,3,26.923076923076923,26
000000F_DK2_H1.21,1,NA,scaffold_0033_10466_10487,scaffold51_95_30694_30720,000000F_DK2_H1_36265_36286,2,22.727272727272727,22
000000F_DK2_H1.21,1,NA,scaffold_0033_11531_11551,scaffold51_95_29613_29641,000000F_DK2_H1_35129_35155,2,22.22222222222222,27
000000F_DK2_H1.21,1,NA,NA,NA,000000F_DK2_H1_35553_35573,1,14.285714285714285,21
000000F_DK2_H1.21,1,NA,NA,NA,000000F_DK2_H1_36347_36377,1,12.903225806451612,31
000000F_DK2_H1.23,1,NA,scaffold_0052_228800_228821,NA,000000F_DK2_H1_40261_40287,2,11.11111111111111,27
000000F_DK2_H1.26,1,NA,scaffold_0052_217600_217620,scaffold51_133_58818_58843,000000F_DK2_H1_45832_45854,2,26.08695652173913,23
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_43197_43219,1,17.391304347826086,23
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_43517_43538,1,18.181818181818183,22
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_43713_43734,1,18.181818181818183,22
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_44026_44053,1,35.714285714285715,28
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_44270_44291,1,13.636363636363637,22
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_44734_44754,1,33.33333333333333,21
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_45257_45341,1,18.823529411764707,85
000000F_DK2_H1.26,1,NA,NA,NA,000000F_DK2_H1_45584_45605,1,13.636363636363637,22
000000F_DK2_H1.27,1,chr_032_840523_840587,scaffold_0033_7384_7404,scaffold51_74_75851_75875;scaffold51_159_96139_96163,000000F_DK2_H1_46118_46141,3,12.5,24
000000F_DK2_H1.27,1,chr_032_840828_840873,scaffold_0033_7596_7617,scaffold51_74_75635_75659;scaffold51_159_95923_95947,000000F_DK2_H1_46333_46358,3,19.230769230769234,26
000000F_DK2_H1.28,1,NA,scaffold_0059_186167_186190,scaffold51_116_214795_214820,000000F_DK2_H1_47792_47817,2,15.384615384615383,26
000000F_DK2_H1.28,1,NA,scaffold_0059_186335_186356,scaffold51_116_214965_214993,000000F_DK2_H1_47619_47647,2,10.344827586206897,29
000000F_DK2_H1.28,1,NA,scaffold_0059_186845_186866,scaffold51_116_215504_215526,000000F_DK2_H1_47109_47130,2,18.181818181818183,22
000000F_DK2_H1.3,1,NA,scaffold_0018_334735_334756,scaffold51_14_568342_568363,000000F_DK2_H1_1248_1271,2,16.666666666666664,24
000000F_DK2_H1.3,1,NA,NA,scaffold51_14_568675_568696,000000F_DK2_H1_1583_1604,2,9.090909090909092,22
000000F_DK2_H1.3,1,NA,NA,NA,000000F_DK2_H1_1818_1838,1,9.523809523809524,21
000000F_DK2_H1.31,1,NA,scaffold_0052_225551_225572,scaffold51_47_331960_331988,000000F_DK2_H1_50717_50742,2,15.384615384615383,26
000000F_DK2_H1.31,1,NA,scaffold_0052_225949_225968,scaffold51_47_331561_331583,000000F_DK2_H1_51116_51139,2,20.833333333333336,24
000000F_DK2_H1.38,1,NA,NA,NA,000000F_DK2_H1_58580_58604,1,12,25
000000F_DK2_H1.38,1,NA,NA,NA,000000F_DK2_H1_58716_58738,1,8.695652173913043,23
000000F_DK2_H1.39,1,chr_126_130284_130349,NA,NA,000000F_DK2_H1_60692_60720,3,17.24137931034483,29
000000F_DK2_H1.39,1,chr_126_130553_130604,NA,NA,000000F_DK2_H1_60915_60940,3,11.538461538461538,26
000000F_DK2_H1.40,1,NA,scaffold_0059_152583_152603,scaffold51_122_164143_164166,000000F_DK2_H1_65048_65077,2,20,30
000000F_DK2_H1.40,1,NA,scaffold_0059_155870_155894,scaffold51_122_160836_160861,000000F_DK2_H1_61761_61783,2,17.391304347826086,23
000000F_DK2_H1.40,1,NA,scaffold_0059_156190_156211,NA,000000F_DK2_H1_61468_61489,2,13.636363636363637,22
000000F_DK2_H1.40,1,NA,scaffold_0059_156417_156439,scaffold51_122_160285_160310,000000F_DK2_H1_61247_61268,2,13.636363636363637,22
000000F_DK2_H1.40,1,NA,NA,NA,000000F_DK2_H1_64840_64864,1,16,25
000000F_DK2_H1.40,1,NA,NA,NA,000000F_DK2_H1_65388_65463,1,11.842105263157894,76
000000F_DK2_H1.40,1,NA,NA,NA,000000F_DK2_H1_65590_65624,1,22.857142857142858,35
000000F_DK2_H1.40,1,NA,NA,NA,000000F_DK2_H1_65764_65787,1,29.166666666666668,24
000000F_DK2_H1.45,1,NA,scaffold_0075_49057_49078,scaffold51_52_187758_187781,000000F_DK2_H1_70986_71008,2,21.73913043478261,23
000000F_DK2_H1.45,1,NA,NA,NA,000000F_DK2_H1_73125_73141,1,29.411764705882355,17
000000F_DK2_H1.48,1,NA,NA,NA,000000F_DK2_H1_75765_75850,1,27.906976744186046,86
000000F_DK2_H1.48,1,NA,NA,NA,000000F_DK2_H1_76605_76629,1,16,25
000000F_DK2_H1.48,1,NA,NA,NA,000000F_DK2_H1_76774_76849,1,14.473684210526317,76
000000F_DK2_H1.5,1,chr_180_1160754_1160810,NA,NA,000000F_DK2_H1_6986_7009,3,12.5,24
000000F_DK2_H1.5,1,chr_180_1160906_1160962,scaffold_0008_216181_216203,scaffold51_101_4725_4746,000000F_DK2_H1_7105_7127,3,17.391304347826086,23
000000F_DK2_H1.5,1,NA,NA,NA,000000F_DK2_H1_5348_5373,1,19.230769230769234,26
000000F_DK2_H1.5,1,NA,NA,NA,000000F_DK2_H1_5423_5445,1,26.08695652173913,23
000000F_DK2_H1.56,1,NA,scaffold_0015_215040_215061,scaffold51_81_118433_118458,000000F_DK2_H1_89590_89611,2,13.636363636363637,22
000000F_DK2_H1.56,1,NA,scaffold_0015_215230_215252,scaffold51_81_118236_118264,000000F_DK2_H1_89400_89421,2,13.636363636363637,22
000000F_DK2_H1.56,1,NA,NA,scaffold51_81_118901_118931,000000F_DK2_H1_90034_90056,2,26.08695652173913,23
000000F_DK2_H1.56,1,NA,NA,NA,000000F_DK2_H1_90514_90544,1,25.806451612903224,31
000000F_DK2_H1.6,1,NA,scaffold_0008_215241_215262,scaffold51_101_5715_5739,000000F_DK2_H1_8051_8076,2,11.538461538461538,26
000000F_DK2_H1.6,1,NA,scaffold_0008_215387_215407,scaffold51_101_5568_5590,000000F_DK2_H1_7901_7926,2,15.384615384615383,26
000000F_DK2_H1.6,1,NA,scaffold_0008_215872_215893,scaffold51_101_5080_5103,000000F_DK2_H1_7418_7442,2,16,25
000000F_DK2_H1.61,1,chr_042_311943_312141,scaffold_0018_263428_263449,scaffold51_32_378978_379005;scaffold51_82_216441_216466,000000F_DK2_H1_99909_99929,3,23.809523809523807,21
000000F_DK2_H1.61,1,chr_042_312213_312269,scaffold_0018_263335_263356,scaffold51_32_379077_379098;scaffold51_82_216348_216369,000000F_DK2_H1_100001_100023,3,8.695652173913043,23
000000F_DK2_H1.61,1,chr_042_312311_312469,scaffold_0018_263271_263293,scaffold51_32_379140_379167;scaffold51_82_216279_216306,000000F_DK2_H1_100065_100091,3,11.11111111111111,27
000000F_DK2_H1.61,1,NA,scaffold_0018_263712_263734,scaffold51_32_378689_378715;scaffold51_82_216729_216754,000000F_DK2_H1_99612_99646,2,22.857142857142858,35
000000F_DK2_H1.62,1,chr_159_70396_70446,NA,NA,000000F_DK2_H1_100653_100675,3,21.73913043478261,23
000000F_DK2_H1.62,1,NA,scaffold_0025_194368_194388,scaffold51_20_436980_437001,000000F_DK2_H1_101824_101849,2,19.230769230769234,26
000000F_DK2_H1.62,1,NA,NA,NA,000000F_DK2_H1_101505_101592,1,28.40909090909091,88
000000F_DK2_H1.62,1,NA,NA,NA,000000F_DK2_H1_101705_101725,1,14.285714285714285,21
000000F_DK2_H1.62,1,NA,NA,NA,000000F_DK2_H1_102563_102584,1,13.636363636363637,22
000000F_DK2_H1.67,1,chr_112_306453_306674,scaffold_0046_217735_217756,scaffold51_32_347471_347495,000000F_DK2_H1_113338_113359,3,13.636363636363637,22
000000F_DK2_H1.67,1,NA,scaffold_0046_217548_217568,scaffold51_32_347282_347304,000000F_DK2_H1_113520_113543,2,12.5,24
000000F_DK2_H1.67,1,NA,NA,NA,000000F_DK2_H1_110983_111004,1,9.090909090909092,22
000000F_DK2_H1.67,1,NA,NA,NA,000000F_DK2_H1_112276_112298,1,17.391304347826086,23
000000F_DK2_H1.68,1,NA,NA,NA,000000F_DK2_H1_114135_114155,1,19.047619047619047,21
000000F_DK2_H1.68,1,NA,NA,NA,000000F_DK2_H1_114274_114293,1,10,20
000000F_DK2_H1.69,1,NA,scaffold_0040_149527_149550,NA,000000F_DK2_H1_114616_114638,2,17.391304347826086,23
000000F_DK2_H1.73,1,NA,scaffold_0015_278515_278536,scaffold51_90_24589_24613,000000F_DK2_H1_129351_129371,2,14.285714285714285,21
000000F_DK2_H1.73,1,NA,scaffold_0015_279044_279069,NA,000000F_DK2_H1_128816_128843,2,17.857142857142858,28
000000F_DK2_H1.73,1,NA,scaffold_0015_279426_279448,scaffold51_90_25502_25529,000000F_DK2_H1_128432_128459,2,14.285714285714285,28
000000F_DK2_H1.73,1,NA,scaffold_0015_279606_279629,scaffold51_90_25687_25711,000000F_DK2_H1_128241_128271,2,16.129032258064516,31
000000F_DK2_H1.73,1,NA,NA,NA,000000F_DK2_H1_129655_129679,1,8,25
000000F_DK2_H1.8,1,NA,scaffold_0059_150637_150658,scaffold51_116_217247_217270,000000F_DK2_H1_9928_9951,2,16.666666666666664,24
000000F_DK2_H1.8,1,NA,scaffold_0059_150804_150824,scaffold51_116_217079_217101,000000F_DK2_H1_9761_9782,2,27.27272727272727,22
000000F_DK2_H1.8,1,NA,NA,NA,000000F_DK2_H1_11229_11255,1,7.4074074074074066,27
000000F_DK2_H1.8,1,NA,NA,NA,000000F_DK2_H1_12224_12248,1,16,25
000000F_DK2_H1.8,1,NA,NA,NA,000000F_DK2_H1_14584_14623,1,25,40
000000F_DK2_H1.97,1,NA,NA,NA,000000F_DK2_H1_200522_200544,1,26.08695652173913,23
000000F_DK2_H1.97,1,NA,NA,NA,000000F_DK2_H1_200681_200701,1,14.285714285714285,21
000000F_DK2_H1.97,1,NA,NA,NA,000000F_DK2_H1_201090_201114,1,16,25
000000F_DK2_H1.97,1,NA,NA,NA,000000F_DK2_H1_201819_201840,1,9.090909090909092,22
000000F_DK2_H2.10,1,NA,scaffold_0008_203244_203265,scaffold51_36_248267_248288,000000F_DK2_H2_15432_15453,2,13.636363636363637,22
000000F_DK2_H2.10,1,NA,scaffold_0008_203491_203511,scaffold51_36_248017_248041,000000F_DK2_H2_15183_15206,2,12.5,24
000000F_DK2_H2.109,1,NA,NA,NA,000000F_DK2_H2_218818_218839,1,27.27272727272727,22
000000F_DK2_H2.109,1,NA,NA,NA,000000F_DK2_H2_219692_219719,1,10.714285714285714,28
000000F_DK2_H2.109,1,NA,NA,NA,000000F_DK2_H2_220104_220128,1,16,25
000000F_DK2_H2.111,1,NA,NA,NA,000000F_DK2_H2_222122_222143,1,13.636363636363637,22
000000F_DK2_H2.111,1,NA,NA,NA,000000F_DK2_H2_222607_222636,1,13.333333333333334,30
000000F_DK2_H2.115,1,NA,NA,NA,000000F_DK2_H2_233201_233225,1,12,25
000000F_DK2_H2.120,1,chr_043_395946_396234,scaffold_0031_63879_63900,scaffold51_82_183288_183315,000000F_DK2_H2_240070_240098,3,17.24137931034483,29
000000F_DK2_H2.120,1,chr_043_396335_396538,scaffold_0031_63728_63751,scaffold51_82_183132_183160,000000F_DK2_H2_239914_239942,3,20.689655172413794,29
000000F_DK2_H2.120,1,chr_043_397055_397286,NA,NA,000000F_DK2_H2_239172_239200,3,17.24137931034483,29
000000F_DK2_H2.120,1,NA,scaffold_0031_63337_63359,scaffold51_82_182736_182763,000000F_DK2_H2_239513_239545,2,15.151515151515152,33
000000F_DK2_H2.120,1,NA,NA,NA,000000F_DK2_H2_238977_239021,1,22.22222222222222,45
000000F_DK2_H2.120,1,NA,NA,NA,000000F_DK2_H2_239315_239338,1,16.666666666666664,24
000000F_DK2_H2.127,1,chr_044_3217_3279,scaffold_0031_102338_102359,scaffold51_82_151528_151551,000000F_DK2_H2_247632_247655,3,16.666666666666664,24
000000F_DK2_H2.127,1,NA,scaffold_0031_101595_101616,scaffold51_82_152281_152303,000000F_DK2_H2_248384_248408,2,20,25
000000F_DK2_H2.127,1,NA,scaffold_0031_101685_101706,scaffold51_82_152190_152212,000000F_DK2_H2_248291_248315,2,24,25
000000F_DK2_H2.127,1,NA,scaffold_0031_101979_102000,scaffold51_82_151890_151917,000000F_DK2_H2_247996_248018,2,17.391304347826086,23
000000F_DK2_H2.127,1,NA,scaffold_0031_102137_102158,scaffold51_82_151731_151753,000000F_DK2_H2_247835_247859,2,12,25
000000F_DK2_H2.14,1,NA,NA,scaffold51_146_104371_104392,000000F_DK2_H2_22428_22449,2,9.090909090909092,22
000000F_DK2_H2.14,1,NA,NA,NA,000000F_DK2_H2_22120_22142,1,13.043478260869565,23
000000F_DK2_H2.14,1,NA,NA,NA,000000F_DK2_H2_22266_22292,1,14.814814814814811,27
000000F_DK2_H2.15,1,NA,scaffold_0052_256183_256204,scaffold51_133_45497_45519,000000F_DK2_H2_26349_26372,2,20.833333333333336,24
000000F_DK2_H2.15,1,NA,scaffold_0052_257102_257123,scaffold51_133_46417_46441,000000F_DK2_H2_25413_25437,2,16,25
000000F_DK2_H2.15,1,NA,NA,NA,000000F_DK2_H2_25870_25892,1,30.434782608695656,23
000000F_DK2_H2.17,1,NA,scaffold_0052_255431_255452,NA,000000F_DK2_H2_29279_29303,2,20,25
000000F_DK2_H2.17,1,NA,scaffold_0052_255837_255856,scaffold51_143_67705_67728,000000F_DK2_H2_28917_28947,2,6.451612903225806,31
000000F_DK2_H2.17,1,NA,NA,NA,000000F_DK2_H2_28785_28810,1,30.76923076923077,26
000000F_DK2_H2.18,1,NA,scaffold_0052_253280_253299,scaffold51_159_96597_96622,000000F_DK2_H2_31423_31453,2,22.58064516129032,31
000000F_DK2_H2.18,1,NA,scaffold_0052_253411_253432,scaffold51_159_96734_96755,000000F_DK2_H2_31290_31313,2,20.833333333333336,24
000000F_DK2_H2.18,1,NA,NA,scaffold51_159_97350_97378,000000F_DK2_H2_30620_30641,2,13.636363636363637,22
000000F_DK2_H2.18,1,NA,NA,NA,000000F_DK2_H2_29489_29525,1,18.91891891891892,37
000000F_DK2_H2.18,1,NA,NA,NA,000000F_DK2_H2_31374_31401,1,32.142857142857146,28
000000F_DK2_H2.24,1,chr_124_28374_28713,scaffold_0052_227454_227474,scaffold51_143_85916_85940,000000F_DK2_H2_41691_41716,3,15.384615384615383,26
000000F_DK2_H2.24,1,NA,NA,NA,000000F_DK2_H2_41312_41334,1,17.391304347826086,23
000000F_DK2_H2.24,1,NA,NA,NA,000000F_DK2_H2_41429_41454,1,23.076923076923077,26
000000F_DK2_H2.24,1,NA,NA,NA,000000F_DK2_H2_41999_42024,1,11.538461538461538,26
000000F_DK2_H2.24,1,NA,NA,NA,000000F_DK2_H2_42589_42610,1,22.727272727272727,22
000000F_DK2_H2.33,1,NA,NA,scaffold51_38_176356_176377,000000F_DK2_H2_52101_52123,2,8.695652173913043,23
000000F_DK2_H2.35,1,NA,scaffold_0059_158075_158096,NA,000000F_DK2_H2_55578_55601,2,16.666666666666664,24
000000F_DK2_H2.35,1,NA,scaffold_0059_159574_159595,scaffold51_146_107463_107491,000000F_DK2_H2_54105_54132,2,14.285714285714285,28
000000F_DK2_H2.35,1,NA,scaffold_0059_160030_160052,scaffold51_146_107929_107953,000000F_DK2_H2_53677_53697,2,14.285714285714285,21
000000F_DK2_H2.35,1,NA,scaffold_0059_160162_160183,scaffold51_146_108063_108094,000000F_DK2_H2_53542_53567,2,15.384615384615383,26
000000F_DK2_H2.35,1,NA,NA,NA,000000F_DK2_H2_54378_54448,1,9.859154929577464,71
000000F_DK2_H2.35,1,NA,NA,NA,000000F_DK2_H2_55780_55827,1,20.833333333333336,48
000000F_DK2_H2.35,1,NA,NA,NA,000000F_DK2_H2_56745_56770,1,23.076923076923077,26
000000F_DK2_H2.42,1,chr_029_170355_170564,scaffold_0094_80433_80454,scaffold51_18_69849_69870,000000F_DK2_H2_66929_66954,3,11.538461538461538,26
000000F_DK2_H2.42,1,NA,scaffold_0094_80186_80208,scaffold51_18_70096_70118,000000F_DK2_H2_66677_66701,2,20,25
000000F_DK2_H2.42,1,NA,scaffold_0094_80245_80266,scaffold51_18_70037_70059,000000F_DK2_H2_66738_66762,2,16,25
000000F_DK2_H2.42,1,NA,scaffold_0094_80686_80707,scaffold51_18_69590_69617,000000F_DK2_H2_67186_67210,2,12,25
000000F_DK2_H2.42,1,NA,scaffold_0094_82393_82415,scaffold51_18_67877_67901,000000F_DK2_H2_68890_68918,2,6.896551724137931,29
000000F_DK2_H2.42,1,NA,scaffold_0094_83216_83238,scaffold51_18_67057_67082,000000F_DK2_H2_69692_69716,2,12,25
000000F_DK2_H2.42,1,NA,scaffold_0094_83453_83474,scaffold51_18_66817_66842,000000F_DK2_H2_69931_69955,2,16,25
000000F_DK2_H2.42,1,NA,NA,NA,000000F_DK2_H2_67650_67674,1,12,25
000000F_DK2_H2.42,1,NA,NA,NA,000000F_DK2_H2_70361_70383,1,17.391304347826086,23
000000F_DK2_H2.44,1,NA,scaffold_0075_46319_46340,scaffold51_60_262558_262581,000000F_DK2_H2_73874_73896,2,21.73913043478261,23
000000F_DK2_H2.44,1,NA,NA,NA,000000F_DK2_H2_74633_74656,1,12.5,24
000000F_DK2_H2.50,1,NA,scaffold_0002_198644_198669,scaffold51_183_31705_31729,000000F_DK2_H2_81172_81194,2,21.73913043478261,23
000000F_DK2_H2.50,1,NA,scaffold_0002_198798_198820,scaffold51_183_31858_31882,000000F_DK2_H2_81017_81043,2,11.11111111111111,27
000000F_DK2_H2.50,1,NA,NA,NA,000000F_DK2_H2_80081_80105,1,16,25
000000F_DK2_H2.50,1,NA,NA,NA,000000F_DK2_H2_80540_80561,1,13.636363636363637,22
000000F_DK2_H2.50,1,NA,NA,NA,000000F_DK2_H2_80927_80951,1,24,25
000000F_DK2_H2.56,1,NA,NA,scaffold51_20_498690_498718,000000F_DK2_H2_91260_91282,2,21.73913043478261,23
000000F_DK2_H2.56,1,NA,NA,NA,000000F_DK2_H2_92713_92734,1,18.181818181818183,22
000000F_DK2_H2.59,1,NA,scaffold_0057_169224_169245,NA,000000F_DK2_H2_97810_97834,2,12,25
000000F_DK2_H2.59,1,NA,scaffold_0057_169771_169792,NA,000000F_DK2_H2_98396_98417,2,18.181818181818183,22
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_95235_95255,1,23.809523809523807,21
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_95416_95437,1,13.636363636363637,22
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_95545_95563,1,21.052631578947366,19
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_95750_95775,1,11.538461538461538,26
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_98588_98612,1,12,25
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_99206_99232,1,11.11111111111111,27
000000F_DK2_H2.59,1,NA,NA,NA,000000F_DK2_H2_99455_99480,1,11.538461538461538,26
000000F_DK2_H2.7,1,NA,scaffold_0008_204160_204181,scaffold51_36_247310_247334,000000F_DK2_H2_9352_9376,2,32,25
000000F_DK2_H2.7,1,NA,scaffold_0008_204542_204563,scaffold51_36_246924_246949,000000F_DK2_H2_8968_8990,2,13.043478260869565,23
000000F_DK2_H2.7,1,NA,scaffold_0008_204677_204697,scaffold51_36_246786_246810,000000F_DK2_H2_8834_8854,2,19.047619047619047,21
000000F_DK2_H2.7,1,NA,NA,NA,000000F_DK2_H2_8537_8559,1,8.695652173913043,23
000000F_DK2_H2.7,1,NA,NA,NA,000000F_DK2_H2_9504_9547,1,13.636363636363637,44
000000F_DK2_H2.82,1,NA,scaffold_0057_233730_233750,scaffold51_150_140356_140377,000000F_DK2_H2_160864_160885,2,18.181818181818183,22
000000F_DK2_H2.82,1,NA,NA,NA,000000F_DK2_H2_165027_165054,1,10.714285714285714,28
000000F_DK2_H2.82,1,NA,NA,NA,000000F_DK2_H2_165258_165277,1,30,20
000000F_DK2_H2.94,1,NA,scaffold_0089_66543_66563,scaffold51_161_149495_149517,000000F_DK2_H2_202846_202867,2,18.181818181818183,22
