seqnames,strand,intron_start,intron_end,Gene_ID,A3SS_site,three_prime_end,five_prime_end
000064F_DK2_H2,+,23357,23380,000064F_DK2_H2.11,23380,23559,22741
000064F_DK2_H2,+,28396,28489,000064F_DK2_H2.15,28489,30582,27234
000064F_DK2_H2,+,29915,29945,000064F_DK2_H2.15,29945,30582,27234
000064F_DK2_H2,+,45566,45589,000064F_DK2_H2.23,45589,45856,45250
000064F_DK2_H2,+,45738,45758,000064F_DK2_H2.23,45758,45856,45250
000064F_DK2_H2,+,46087,46123,000064F_DK2_H2.24,46123,46559,45858
000064F_DK2_H2,+,46322,46344,000064F_DK2_H2.24,46344,46559,45858
000064F_DK2_H2,+,46632,46659,000064F_DK2_H2.25,46659,47647,46567
000064F_DK2_H2,+,46929,46953,000064F_DK2_H2.25,46953,47647,46567
000064F_DK2_H2,+,47207,47245,000064F_DK2_H2.25,47245,47647,46567
000064F_DK2_H2,+,47291,47311,000064F_DK2_H2.25,47311,47647,46567
000064F_DK2_H2,+,47448,47476,000064F_DK2_H2.25,47476,47647,46567
000064F_DK2_H2,+,78374,78399,000064F_DK2_H2.32,78399,79520,78270
000064F_DK2_H2,+,78586,78613,000064F_DK2_H2.32,78613,79520,78270
000064F_DK2_H2,+,78858,78883,000064F_DK2_H2.32,78883,79520,78270
000064F_DK2_H2,+,79137,79156,000064F_DK2_H2.32,79156,79520,78270
000064F_DK2_H2,+,79470,79495,000064F_DK2_H2.32,79495,79520,78270
000064F_DK2_H2,+,79772,79795,000064F_DK2_H2.33,79795,80245,79534
000064F_DK2_H2,+,80054,80078,000064F_DK2_H2.33,80078,80245,79534
000064F_DK2_H2,+,80336,80363,000064F_DK2_H2.34,80363,80552,80248
000064F_DK2_H2,+,80383,80405,000064F_DK2_H2.34,80405,80552,80248
000064F_DK2_H2,+,80626,80648,000064F_DK2_H2.35,80648,80761,80554
000064F_DK2_H2,+,85229,85251,000064F_DK2_H2.38,85251,85964,85107
000064F_DK2_H2,+,85358,85381,000064F_DK2_H2.38,85381,85964,85107
000064F_DK2_H2,+,89381,89403,000064F_DK2_H2.40,89403,90440,89232
000064F_DK2_H2,+,89624,89649,000064F_DK2_H2.40,89649,90440,89232
000064F_DK2_H2,+,90354,90376,000064F_DK2_H2.40,90376,90440,89232
000064F_DK2_H2,+,93787,93809,000064F_DK2_H2.42,93809,94046,91957
000064F_DK2_H2,+,93906,93935,000064F_DK2_H2.42,93935,94046,91957
000064F_DK2_H2,+,104590,104616,000064F_DK2_H2.50,104616,105763,103374
000064F_DK2_H2,+,104854,104874,000064F_DK2_H2.50,104874,105763,103374
000064F_DK2_H2,+,105556,105580,000064F_DK2_H2.50,105580,105763,103374
000064F_DK2_H2,+,106489,106512,000064F_DK2_H2.52,106512,108363,106415
000064F_DK2_H2,+,106695,106720,000064F_DK2_H2.52,106720,108363,106415
000064F_DK2_H2,+,107982,108006,000064F_DK2_H2.52,108006,108363,106415
000064F_DK2_H2,+,108238,108263,000064F_DK2_H2.52,108263,108363,106415
000064F_DK2_H2,+,108509,108533,000064F_DK2_H2.53,108533,109997,108365
000064F_DK2_H2,+,108730,108761,000064F_DK2_H2.53,108761,109997,108365
000064F_DK2_H2,+,109729,109750,000064F_DK2_H2.53,109750,109997,108365
000064F_DK2_H2,+,110130,110151,000064F_DK2_H2.54,110151,110801,110017
000064F_DK2_H2,+,110252,110273,000064F_DK2_H2.54,110273,110801,110017
000064F_DK2_H2,+,110500,110522,000064F_DK2_H2.54,110522,110801,110017
000065F_DK2_H1,+,3685,3713,000065F_DK2_H1.3,3713,4176,3647
000065F_DK2_H1,+,4323,4342,000065F_DK2_H1.4,4342,7063,4194
000065F_DK2_H1,+,4400,4426,000065F_DK2_H1.4,4426,7063,4194
000065F_DK2_H1,+,4623,4649,000065F_DK2_H1.4,4649,7063,4194
000065F_DK2_H1,+,4937,4961,000065F_DK2_H1.4,4961,7063,4194
000065F_DK2_H1,+,5832,5855,000065F_DK2_H1.4,5855,7063,4194
000065F_DK2_H1,+,6510,6530,000065F_DK2_H1.4,6530,7063,4194
000065F_DK2_H1,+,6704,6724,000065F_DK2_H1.4,6724,7063,4194
000065F_DK2_H1,+,6868,6891,000065F_DK2_H1.4,6891,7063,4194
000065F_DK2_H1,+,7176,7198,000065F_DK2_H1.5,7198,14545,7074
000065F_DK2_H1,+,7946,7968,000065F_DK2_H1.5,7968,14545,7074
000065F_DK2_H1,+,9420,9443,000065F_DK2_H1.5,9443,14545,7074
000065F_DK2_H1,+,9582,9606,000065F_DK2_H1.5,9606,14545,7074
000065F_DK2_H1,+,9992,10017,000065F_DK2_H1.5,10017,14545,7074
000065F_DK2_H1,+,12933,12957,000065F_DK2_H1.5,12957,14545,7074
000065F_DK2_H1,+,14094,14118,000065F_DK2_H1.5,14118,14545,7074
000065F_DK2_H1,+,14229,14250,000065F_DK2_H1.5,14250,14545,7074
000065F_DK2_H1,+,14505,14520,000065F_DK2_H1.5,14520,14545,7074
000065F_DK2_H1,+,19553,19577,000065F_DK2_H1.8,19577,19758,19267
000065F_DK2_H1,+,20356,20386,000065F_DK2_H1.9,20386,21484,19871
000065F_DK2_H1,+,21026,21060,000065F_DK2_H1.9,21060,21484,19871
000065F_DK2_H1,+,21868,21895,000065F_DK2_H1.10,21895,22137,21496
000065F_DK2_H1,+,22306,22332,000065F_DK2_H1.11,22332,23651,22165
000065F_DK2_H1,+,23516,23538,000065F_DK2_H1.11,23538,23651,22165
000065F_DK2_H1,+,29493,29520,000065F_DK2_H1.14,29520,30539,29223
000065F_DK2_H1,+,29745,29780,000065F_DK2_H1.14,29780,30539,29223
000065F_DK2_H1,+,29971,29994,000065F_DK2_H1.14,29994,30539,29223
000065F_DK2_H1,+,30423,30454,000065F_DK2_H1.14,30454,30539,29223
000065F_DK2_H1,+,30784,30806,000065F_DK2_H1.15,30806,30890,30614
000065F_DK2_H1,+,33636,33658,000065F_DK2_H1.18,33658,34181,33078
000065F_DK2_H1,+,33813,33837,000065F_DK2_H1.18,33837,34181,33078
000065F_DK2_H1,+,53831,53854,000065F_DK2_H1.31,53854,54398,53575
000065F_DK2_H1,+,54249,54273,000065F_DK2_H1.31,54273,54398,53575
000065F_DK2_H1,+,55329,55350,000065F_DK2_H1.33,55350,55735,55208
000065F_DK2_H1,+,55460,55484,000065F_DK2_H1.33,55484,55735,55208
000065F_DK2_H1,+,55865,55887,000065F_DK2_H1.34,55887,56738,55737
000065F_DK2_H1,+,55975,56000,000065F_DK2_H1.34,56000,56738,55737
000065F_DK2_H1,+,56121,56145,000065F_DK2_H1.34,56145,56738,55737
000065F_DK2_H1,+,56293,56324,000065F_DK2_H1.34,56324,56738,55737
000065F_DK2_H1,+,56445,56467,000065F_DK2_H1.34,56467,56738,55737
000065F_DK2_H1,+,56825,56847,000065F_DK2_H1.35,56847,57761,56760
000065F_DK2_H1,+,56979,57000,000065F_DK2_H1.35,57000,57761,56760
000065F_DK2_H1,+,57233,57265,000065F_DK2_H1.35,57265,57761,56760
000065F_DK2_H1,+,57422,57443,000065F_DK2_H1.35,57443,57761,56760
000065F_DK2_H1,+,62605,62629,000065F_DK2_H1.38,62629,63222,62460
000065F_DK2_H1,+,62862,62886,000065F_DK2_H1.38,62886,63222,62460
000065F_DK2_H1,+,63058,63080,000065F_DK2_H1.38,63080,63222,62460
000065F_DK2_H1,+,64547,64569,000065F_DK2_H1.40,64569,65546,64510
000065F_DK2_H1,+,64792,64819,000065F_DK2_H1.40,64819,65546,64510
000065F_DK2_H1,+,64967,64993,000065F_DK2_H1.40,64993,65546,64510
000065F_DK2_H1,+,65214,65238,000065F_DK2_H1.40,65238,65546,64510
000065F_DK2_H1,+,65404,65430,000065F_DK2_H1.40,65430,65546,64510
000065F_DK2_H1,+,65690,65714,000065F_DK2_H1.41,65714,68790,65557
000065F_DK2_H1,+,65845,65867,000065F_DK2_H1.41,65867,68790,65557
000065F_DK2_H1,+,66319,66347,000065F_DK2_H1.41,66347,68790,65557
000065F_DK2_H1,+,68651,68676,000065F_DK2_H1.41,68676,68790,65557
000065F_DK2_H1,+,68687,68713,000065F_DK2_H1.41,68713,68790,65557
000065F_DK2_H1,+,71357,71380,000065F_DK2_H1.43,71380,71866,71118
000065F_DK2_H1,+,71533,71558,000065F_DK2_H1.43,71558,71866,71118
000065F_DK2_H1,+,71724,71746,000065F_DK2_H1.43,71746,71866,71118
000065F_DK2_H1,+,74035,74057,000065F_DK2_H1.45,74057,74586,74018
000065F_DK2_H1,+,77383,77433,000065F_DK2_H1.47,77433,77982,77284
000065F_DK2_H1,+,77574,77596,000065F_DK2_H1.47,77596,77982,77284
000065F_DK2_H1,+,77700,77726,000065F_DK2_H1.47,77726,77982,77284
000065F_DK2_H1,+,78466,78489,000065F_DK2_H1.48,78489,78720,78199
000065F_DK2_H1,+,79667,79689,000065F_DK2_H1.49,79689,80756,79020
000065F_DK2_H1,+,80242,80263,000065F_DK2_H1.49,80263,80756,79020
000065F_DK2_H1,+,80365,80389,000065F_DK2_H1.49,80389,80756,79020
000065F_DK2_H1,+,80544,80569,000065F_DK2_H1.49,80569,80756,79020
000065F_DK2_H1,+,81039,81058,000065F_DK2_H1.50,81058,81690,80794
000065F_DK2_H1,+,81293,81317,000065F_DK2_H1.50,81317,81690,80794
000065F_DK2_H1,+,82128,82153,000065F_DK2_H1.51,82153,82891,81718
000065F_DK2_H1,+,82820,82842,000065F_DK2_H1.51,82842,82891,81718
000065F_DK2_H1,+,83301,83325,000065F_DK2_H1.52,83325,85163,82917
000065F_DK2_H1,+,84499,84521,000065F_DK2_H1.52,84521,85163,82917
000065F_DK2_H1,+,84845,84867,000065F_DK2_H1.52,84867,85163,82917
000065F_DK2_H1,+,90158,90180,000065F_DK2_H1.56,90180,90834,90021
000065F_DK2_H1,+,90403,90427,000065F_DK2_H1.56,90427,90834,90021
000065F_DK2_H1,+,90492,90513,000065F_DK2_H1.56,90513,90834,90021
000065F_DK2_H1,+,91161,91186,000065F_DK2_H1.57,91186,93000,90935
000065F_DK2_H1,+,92730,92757,000065F_DK2_H1.57,92757,93000,90935
000065F_DK2_H1,+,94087,94109,000065F_DK2_H1.58,94109,98878,93050
000065F_DK2_H1,+,94409,94433,000065F_DK2_H1.58,94433,98878,93050
000065F_DK2_H1,+,97226,97247,000065F_DK2_H1.58,97247,98878,93050
000065F_DK2_H1,+,97393,97415,000065F_DK2_H1.58,97415,98878,93050
000065F_DK2_H1,+,98670,98694,000065F_DK2_H1.58,98694,98878,93050
000065F_DK2_H1,+,100323,100342,000065F_DK2_H1.60,100342,100675,100319
000065F_DK2_H1,+,100459,100484,000065F_DK2_H1.60,100484,100675,100319
000065F_DK2_H1,+,101042,101067,000065F_DK2_H1.61,101067,101996,100705
000065F_DK2_H1,+,101296,101347,000065F_DK2_H1.61,101347,101996,100705
000065F_DK2_H2,+,23574,23596,000065F_DK2_H2.16,23596,28756,23209
000065F_DK2_H2,+,23801,23852,000065F_DK2_H2.16,23852,28756,23209
000065F_DK2_H2,+,24579,24598,000065F_DK2_H2.16,24598,28756,23209
000065F_DK2_H2,+,25641,25664,000065F_DK2_H2.16,25664,28756,23209
000065F_DK2_H2,+,26476,26500,000065F_DK2_H2.16,26500,28756,23209
000065F_DK2_H2,+,27033,27056,000065F_DK2_H2.16,27056,28756,23209
000065F_DK2_H2,+,28143,28165,000065F_DK2_H2.16,28165,28756,23209
000065F_DK2_H2,+,41356,41377,000065F_DK2_H2.26,41377,43733,40167
000065F_DK2_H2,+,41796,41892,000065F_DK2_H2.26,41892,43733,40167
000065F_DK2_H2,+,43075,43100,000065F_DK2_H2.26,43100,43733,40167
000065F_DK2_H2,+,43234,43259,000065F_DK2_H2.26,43259,43733,40167
000065F_DK2_H2,+,43437,43459,000065F_DK2_H2.26,43459,43733,40167
000065F_DK2_H2,+,43627,43651,000065F_DK2_H2.26,43651,43733,40167
000065F_DK2_H2,+,51375,51395,000065F_DK2_H2.33,51395,53626,51131
000065F_DK2_H2,+,52035,52059,000065F_DK2_H2.33,52059,53626,51131
000065F_DK2_H2,+,52350,52374,000065F_DK2_H2.33,52374,53626,51131
000065F_DK2_H2,+,52735,52757,000065F_DK2_H2.33,52757,53626,51131
000065F_DK2_H2,+,52839,52861,000065F_DK2_H2.33,52861,53626,51131
000065F_DK2_H2,+,53312,53335,000065F_DK2_H2.33,53335,53626,51131
000065F_DK2_H2,+,74782,74806,000065F_DK2_H2.50,74806,77257,74637
000065F_DK2_H2,+,74992,75023,000065F_DK2_H2.50,75023,77257,74637
000065F_DK2_H2,+,75191,75219,000065F_DK2_H2.50,75219,77257,74637
000065F_DK2_H2,+,75777,75802,000065F_DK2_H2.50,75802,77257,74637
000065F_DK2_H2,+,76213,76236,000065F_DK2_H2.50,76236,77257,74637
000065F_DK2_H2,+,77165,77185,000065F_DK2_H2.50,77185,77257,74637
000065F_DK2_H2,+,104080,104104,000065F_DK2_H2.66,104104,106789,102136
000065F_DK2_H2,+,105970,106036,000065F_DK2_H2.66,106036,106789,102136
000066F_DK2_H1,+,5971,5994,000066F_DK2_H1.7,5994,6311,5854
000066F_DK2_H1,+,9884,9911,000066F_DK2_H1.12,9911,10034,9731
000066F_DK2_H1,+,10726,10747,000066F_DK2_H1.14,10747,12012,10462
000066F_DK2_H1,+,10898,10922,000066F_DK2_H1.14,10922,12012,10462
000066F_DK2_H1,+,11027,11104,000066F_DK2_H1.14,11104,12012,10462
000066F_DK2_H1,+,11330,11349,000066F_DK2_H1.14,11349,12012,10462
000066F_DK2_H1,+,11518,11539,000066F_DK2_H1.14,11539,12012,10462
000066F_DK2_H1,+,11859,11880,000066F_DK2_H1.14,11880,12012,10462
000066F_DK2_H1,+,13043,13065,000066F_DK2_H1.16,13065,13803,12901
000066F_DK2_H1,+,13693,13715,000066F_DK2_H1.16,13715,13803,12901
000066F_DK2_H1,+,28757,28778,000066F_DK2_H1.30,28778,29543,28698
000066F_DK2_H1,+,29655,29681,000066F_DK2_H1.31,29681,30570,29585
000066F_DK2_H1,+,30073,30094,000066F_DK2_H1.31,30094,30570,29585
000066F_DK2_H1,+,30303,30325,000066F_DK2_H1.31,30325,30570,29585
000066F_DK2_H1,+,33519,33554,000066F_DK2_H1.34,33554,34516,33324
000066F_DK2_H1,+,33655,33678,000066F_DK2_H1.34,33678,34516,33324
000066F_DK2_H1,+,34163,34190,000066F_DK2_H1.34,34190,34516,33324
000066F_DK2_H1,+,34371,34393,000066F_DK2_H1.34,34393,34516,33324
000066F_DK2_H1,+,36146,36170,000066F_DK2_H1.36,36170,37358,36042
000066F_DK2_H1,+,36628,36651,000066F_DK2_H1.36,36651,37358,36042
000066F_DK2_H1,+,36781,36802,000066F_DK2_H1.36,36802,37358,36042
000066F_DK2_H1,+,37145,37167,000066F_DK2_H1.36,37167,37358,36042
000066F_DK2_H1,+,39273,39316,000066F_DK2_H1.38,39316,42975,38145
000066F_DK2_H1,+,42671,42693,000066F_DK2_H1.38,42693,42975,38145
000066F_DK2_H1,+,42911,42935,000066F_DK2_H1.38,42935,42975,38145
000066F_DK2_H1,+,45737,45768,000066F_DK2_H1.42,45768,50032,45632
000066F_DK2_H1,+,45811,45833,000066F_DK2_H1.42,45833,50032,45632
000066F_DK2_H1,+,45925,45981,000066F_DK2_H1.42,45981,50032,45632
000066F_DK2_H1,+,49728,49750,000066F_DK2_H1.42,49750,50032,45632
000066F_DK2_H1,+,49968,49992,000066F_DK2_H1.42,49992,50032,45632
000066F_DK2_H1,+,52871,52892,000066F_DK2_H1.45,52892,53371,52232
000066F_DK2_H1,+,58164,58184,000066F_DK2_H1.47,58184,58875,57635
000066F_DK2_H1,+,58305,58327,000066F_DK2_H1.47,58327,58875,57635
000066F_DK2_H1,+,58556,58600,000066F_DK2_H1.47,58600,58875,57635
000066F_DK2_H1,+,72116,72137,000066F_DK2_H1.55,72137,77976,70903
000066F_DK2_H1,+,77130,77152,000066F_DK2_H1.55,77152,77976,70903
000066F_DK2_H2,+,9363,9383,000066F_DK2_H2.11,9383,10469,9138
000066F_DK2_H2,+,9912,9936,000066F_DK2_H2.11,9936,10469,9138
000066F_DK2_H2,+,10326,10351,000066F_DK2_H2.11,10351,10469,9138
000066F_DK2_H2,+,12083,12103,000066F_DK2_H2.14,12103,12916,12063
000066F_DK2_H2,+,12243,12265,000066F_DK2_H2.14,12265,12916,12063
000066F_DK2_H2,+,12329,12353,000066F_DK2_H2.14,12353,12916,12063
000066F_DK2_H2,+,12553,12573,000066F_DK2_H2.14,12573,12916,12063
000066F_DK2_H2,+,18300,18320,000066F_DK2_H2.21,18320,20686,18275
000066F_DK2_H2,+,18525,18563,000066F_DK2_H2.21,18563,20686,18275
000066F_DK2_H2,+,18922,18950,000066F_DK2_H2.21,18950,20686,18275
000066F_DK2_H2,+,19524,19613,000066F_DK2_H2.21,19613,20686,18275
000066F_DK2_H2,+,19692,19714,000066F_DK2_H2.21,19714,20686,18275
000066F_DK2_H2,+,20056,20079,000066F_DK2_H2.21,20079,20686,18275
000066F_DK2_H2,+,20203,20229,000066F_DK2_H2.21,20229,20686,18275
000066F_DK2_H2,+,27837,27856,000066F_DK2_H2.27,27856,28705,27605
000066F_DK2_H2,+,28249,28267,000066F_DK2_H2.27,28267,28705,27605
000066F_DK2_H2,+,28479,28509,000066F_DK2_H2.27,28509,28705,27605
000066F_DK2_H2,+,30336,30358,000066F_DK2_H2.30,30358,30607,30196
000066F_DK2_H2,+,53557,53579,000066F_DK2_H2.46,53579,57702,53487
000066F_DK2_H2,+,54011,54034,000066F_DK2_H2.46,54034,57702,53487
000066F_DK2_H2,+,55356,55438,000066F_DK2_H2.46,55438,57702,53487
000066F_DK2_H2,+,57534,57557,000066F_DK2_H2.46,57557,57702,53487
000066F_DK2_H2,+,60517,60538,000066F_DK2_H2.50,60538,61482,59308
000066F_DK2_H2,+,61328,61360,000066F_DK2_H2.50,61360,61482,59308
000066F_DK2_H2,+,79794,79821,000066F_DK2_H2.58,79821,84058,79559
000066F_DK2_H2,+,82157,82182,000066F_DK2_H2.58,82182,84058,79559
000066F_DK2_H2,+,82302,82326,000066F_DK2_H2.58,82326,84058,79559
000066F_DK2_H2,+,82802,82825,000066F_DK2_H2.58,82825,84058,79559
000066F_DK2_H2,+,83852,83877,000066F_DK2_H2.58,83877,84058,79559
000067F_DK2_H1,+,9420,9443,000067F_DK2_H1.4,9443,9801,8944
000067F_DK2_H1,+,11793,11818,000067F_DK2_H1.8,11818,14395,11791
000067F_DK2_H1,+,12047,12068,000067F_DK2_H1.8,12068,14395,11791
000067F_DK2_H1,+,12180,12200,000067F_DK2_H1.8,12200,14395,11791
000067F_DK2_H1,+,13965,13985,000067F_DK2_H1.8,13985,14395,11791
000067F_DK2_H1,+,14086,14108,000067F_DK2_H1.8,14108,14395,11791
000067F_DK2_H1,+,14267,14302,000067F_DK2_H1.8,14302,14395,11791
000067F_DK2_H1,+,23811,23832,000067F_DK2_H1.18,23832,32069,23005
000067F_DK2_H1,+,26807,26829,000067F_DK2_H1.18,26829,32069,23005
000067F_DK2_H1,+,27748,27769,000067F_DK2_H1.18,27769,32069,23005
000067F_DK2_H1,+,28859,28883,000067F_DK2_H1.18,28883,32069,23005
000067F_DK2_H1,+,29708,29762,000067F_DK2_H1.18,29762,32069,23005
000067F_DK2_H1,+,30654,30674,000067F_DK2_H1.18,30674,32069,23005
000067F_DK2_H1,+,30738,30759,000067F_DK2_H1.18,30759,32069,23005
000067F_DK2_H1,+,32005,32027,000067F_DK2_H1.18,32027,32069,23005
000067F_DK2_H1,+,47721,47788,000067F_DK2_H1.31,47788,50385,47687
000067F_DK2_H1,+,49818,49842,000067F_DK2_H1.31,49842,50385,47687
000067F_DK2_H1,+,49967,49990,000067F_DK2_H1.31,49990,50385,47687
000067F_DK2_H1,+,74453,74482,000067F_DK2_H1.48,74482,74570,74318
000067F_DK2_H1,+,77859,77883,000067F_DK2_H1.54,77883,80305,77647
000067F_DK2_H1,+,78060,78091,000067F_DK2_H1.54,78091,80305,77647
000067F_DK2_H1,+,78424,78455,000067F_DK2_H1.54,78455,80305,77647
000067F_DK2_H1,+,78956,78985,000067F_DK2_H1.54,78985,80305,77647
000067F_DK2_H1,+,79397,79423,000067F_DK2_H1.54,79423,80305,77647
000067F_DK2_H1,+,79688,79709,000067F_DK2_H1.54,79709,80305,77647
000067F_DK2_H1,+,80094,80121,000067F_DK2_H1.54,80121,80305,77647
000067F_DK2_H1,+,80595,80617,000067F_DK2_H1.55,80617,81945,80366
000067F_DK2_H1,+,80707,80728,000067F_DK2_H1.55,80728,81945,80366
000067F_DK2_H1,+,81193,81215,000067F_DK2_H1.55,81215,81945,80366
000067F_DK2_H1,+,81642,81663,000067F_DK2_H1.55,81663,81945,80366
000067F_DK2_H1,+,84110,84133,000067F_DK2_H1.58,84133,84867,84012
000067F_DK2_H1,+,84307,84331,000067F_DK2_H1.58,84331,84867,84012
000067F_DK2_H1,+,84636,84729,000067F_DK2_H1.58,84729,84867,84012
000067F_DK2_H1,+,104993,105017,000067F_DK2_H1.65,105017,105292,104837
000067F_DK2_H1,+,105140,105163,000067F_DK2_H1.65,105163,105292,104837
000067F_DK2_H2,+,7391,7413,000067F_DK2_H2.2,7413,8231,6914
000067F_DK2_H2,+,7546,7575,000067F_DK2_H2.2,7575,8231,6914
000067F_DK2_H2,+,7888,7915,000067F_DK2_H2.2,7915,8231,6914
000067F_DK2_H2,+,8177,8199,000067F_DK2_H2.2,8199,8231,6914
000067F_DK2_H2,+,13964,13988,000067F_DK2_H2.10,13988,14401,13823
000067F_DK2_H2,+,14089,14111,000067F_DK2_H2.10,14111,14401,13823
000067F_DK2_H2,+,14270,14292,000067F_DK2_H2.10,14292,14401,13823
000067F_DK2_H2,+,16536,16560,000067F_DK2_H2.12,16560,17216,16406
000067F_DK2_H2,+,16715,16743,000067F_DK2_H2.12,16743,17216,16406
000067F_DK2_H2,+,16915,16938,000067F_DK2_H2.12,16938,17216,16406
000067F_DK2_H2,+,17337,17359,000067F_DK2_H2.13,17359,18697,17218
000067F_DK2_H2,+,17543,17562,000067F_DK2_H2.13,17562,18697,17218
000067F_DK2_H2,+,17728,17752,000067F_DK2_H2.13,17752,18697,17218
000067F_DK2_H2,+,18573,18595,000067F_DK2_H2.13,18595,18697,17218
000067F_DK2_H2,+,35768,35791,000067F_DK2_H2.22,35791,36645,33841
000067F_DK2_H2,+,37122,37146,000067F_DK2_H2.23,37146,40584,36802
000067F_DK2_H2,+,37269,37297,000067F_DK2_H2.23,37297,40584,36802
000067F_DK2_H2,+,37521,37543,000067F_DK2_H2.23,37543,40584,36802
000067F_DK2_H2,+,37601,37623,000067F_DK2_H2.23,37623,40584,36802
000067F_DK2_H2,+,37706,37727,000067F_DK2_H2.23,37727,40584,36802
000067F_DK2_H2,+,39293,39316,000067F_DK2_H2.23,39316,40584,36802
000067F_DK2_H2,+,39788,39813,000067F_DK2_H2.23,39813,40584,36802
000067F_DK2_H2,+,40023,40045,000067F_DK2_H2.23,40045,40584,36802
000067F_DK2_H2,+,40253,40274,000067F_DK2_H2.23,40274,40584,36802
000067F_DK2_H2,+,40431,40454,000067F_DK2_H2.23,40454,40584,36802
000067F_DK2_H2,+,43260,43283,000067F_DK2_H2.27,43283,43481,43010
000067F_DK2_H2,+,43363,43385,000067F_DK2_H2.27,43385,43481,43010
000067F_DK2_H2,+,46686,46710,000067F_DK2_H2.30,46710,46861,45910
000067F_DK2_H2,+,55048,55067,000067F_DK2_H2.38,55067,55422,54941
000067F_DK2_H2,+,57304,57323,000067F_DK2_H2.40,57323,58275,57161
000067F_DK2_H2,+,58346,58368,000067F_DK2_H2.41,58368,58735,58302
000067F_DK2_H2,+,58560,58581,000067F_DK2_H2.41,58581,58735,58302
000067F_DK2_H2,+,63149,63172,000067F_DK2_H2.43,63172,63631,63039
000067F_DK2_H2,+,63885,63907,000067F_DK2_H2.44,63907,64874,63671
000067F_DK2_H2,+,64303,64325,000067F_DK2_H2.44,64325,64874,63671
000067F_DK2_H2,+,64516,64544,000067F_DK2_H2.44,64544,64874,63671
000067F_DK2_H2,+,64711,64733,000067F_DK2_H2.44,64733,64874,63671
000067F_DK2_H2,+,65643,65666,000067F_DK2_H2.45,65666,67273,64895
000067F_DK2_H2,+,65672,65696,000067F_DK2_H2.45,65696,67273,64895
000067F_DK2_H2,+,67820,67847,000067F_DK2_H2.46,67847,68723,67640
000067F_DK2_H2,+,67969,67992,000067F_DK2_H2.46,67992,68723,67640
000067F_DK2_H2,+,68142,68163,000067F_DK2_H2.46,68163,68723,67640
000067F_DK2_H2,+,68290,68312,000067F_DK2_H2.46,68312,68723,67640
000067F_DK2_H2,+,68491,68514,000067F_DK2_H2.46,68514,68723,67640
000067F_DK2_H2,+,69507,69539,000067F_DK2_H2.47,69539,70601,69443
000067F_DK2_H2,+,69718,69747,000067F_DK2_H2.47,69747,70601,69443
000067F_DK2_H2,+,69857,69885,000067F_DK2_H2.47,69885,70601,69443
000067F_DK2_H2,+,70035,70059,000067F_DK2_H2.47,70059,70601,69443
000067F_DK2_H2,+,70186,70212,000067F_DK2_H2.47,70212,70601,69443
000067F_DK2_H2,+,70370,70399,000067F_DK2_H2.47,70399,70601,69443
000067F_DK2_H2,+,72213,72239,000067F_DK2_H2.50,72239,73095,72170
000067F_DK2_H2,+,74443,74468,000067F_DK2_H2.52,74468,75947,74308
000067F_DK2_H2,+,74524,74552,000067F_DK2_H2.52,74552,75947,74308
000067F_DK2_H2,+,74667,74689,000067F_DK2_H2.52,74689,75947,74308
000067F_DK2_H2,+,74886,74913,000067F_DK2_H2.52,74913,75947,74308
000067F_DK2_H2,+,75251,75273,000067F_DK2_H2.52,75273,75947,74308
000067F_DK2_H2,+,75433,75454,000067F_DK2_H2.52,75454,75947,74308
000067F_DK2_H2,+,75623,75643,000067F_DK2_H2.52,75643,75947,74308
000067F_DK2_H2,+,76139,76165,000067F_DK2_H2.53,76165,76958,75993
000067F_DK2_H2,+,76858,76882,000067F_DK2_H2.53,76882,76958,75993
000067F_DK2_H2,+,77194,77216,000067F_DK2_H2.54,77216,77577,76991
000067F_DK2_H2,+,77795,77811,000067F_DK2_H2.55,77811,77945,77631
000067F_DK2_H2,+,77848,77873,000067F_DK2_H2.55,77873,77945,77631
000067F_DK2_H2,+,83593,83615,000067F_DK2_H2.62,83615,83947,83193
000067F_DK2_H2,+,85233,85255,000067F_DK2_H2.64,85255,87012,84731
000067F_DK2_H2,+,85536,85564,000067F_DK2_H2.64,85564,87012,84731
000067F_DK2_H2,+,86494,86515,000067F_DK2_H2.64,86515,87012,84731
000067F_DK2_H2,+,86810,86831,000067F_DK2_H2.64,86831,87012,84731
000067F_DK2_H2,+,105510,105536,000067F_DK2_H2.70,105536,107338,105420
000067F_DK2_H2,+,105678,105701,000067F_DK2_H2.70,105701,107338,105420
000067F_DK2_H2,+,105851,105875,000067F_DK2_H2.70,105875,107338,105420
000067F_DK2_H2,+,106028,106050,000067F_DK2_H2.70,106050,107338,105420
000067F_DK2_H2,+,106109,106136,000067F_DK2_H2.70,106136,107338,105420
000067F_DK2_H2,+,106459,106483,000067F_DK2_H2.70,106483,107338,105420
000067F_DK2_H2,+,106930,106952,000067F_DK2_H2.70,106952,107338,105420
000067F_DK2_H2,+,110112,110131,000067F_DK2_H2.73,110131,111671,109310
000067F_DK2_H2,+,110524,110546,000067F_DK2_H2.73,110546,111671,109310
000067F_DK2_H2,+,111951,111974,000067F_DK2_H2.74,111974,113477,111737
000067F_DK2_H2,+,112209,112228,000067F_DK2_H2.74,112228,113477,111737
000067F_DK2_H2,+,112578,112601,000067F_DK2_H2.74,112601,113477,111737
000067F_DK2_H2,+,112798,112821,000067F_DK2_H2.74,112821,113477,111737
